FISHID,Increment_21Edge,Date
BL0742,increment5,2007-08-07
BL0742,increment6,2007-08-08
BL0742,increment7,2007-08-09
BL0742,increment8,2007-08-10
BL0742,increment9,2007-08-11
BL0745,increment1,2007-07-01
BL0745,increment10,2007-07-10
BL0745,increment11,2007-07-11
BL0745,increment12,2007-07-12
BL0745,increment13,2007-07-13
BL0745,increment14,2007-07-14
BL0745,increment15,2007-07-15
BL0745,increment16,2007-07-16
BL0745,increment17,2007-07-17
BL0745,increment18,2007-07-18
BL0745,increment19,2007-07-19
BL0745,increment2,2007-07-02
BL0745,increment20,2007-07-20
BL0745,increment21,2007-07-21
BL0745,increment3,2007-07-03
BL0745,increment4,2007-07-04
BL0745,increment5,2007-07-05
BL0745,increment6,2007-07-06
BL0745,increment7,2007-07-07
BL0745,increment8,2007-07-08
BL0745,increment9,2007-07-09
BL0746,increment1,2007-07-01
BL0746,increment10,2007-07-10
BL0746,increment11,2007-07-11
BL0746,increment12,2007-07-12
BL0746,increment13,2007-07-13
BL0746,increment14,2007-07-14
BL0746,increment15,2007-07-15
BL0746,increment16,2007-07-16
BL0746,increment17,2007-07-17
BL0746,increment18,2007-07-18
BL0746,increment19,2007-07-19
BL0746,increment2,2007-07-02
BL0746,increment20,2007-07-20
BL0746,increment21,2007-07-21
BL0746,increment3,2007-07-03
BL0746,increment4,2007-07-04
BL0746,increment5,2007-07-05
BL0746,increment6,2007-07-06
BL0746,increment7,2007-07-07
BL0746,increment8,2007-07-08
BL0746,increment9,2007-07-09
BL0747,increment1,2007-07-01
BL0747,increment10,2007-07-10
BL0747,increment11,2007-07-11
BL0747,increment12,2007-07-12
BL0747,increment13,2007-07-13
BL0747,increment14,2007-07-14
BL0747,increment15,2007-07-15
BL0747,increment16,2007-07-16
BL0747,increment17,2007-07-17
BL0747,increment18,2007-07-18
BL0747,increment19,2007-07-19
BL0747,increment2,2007-07-02
BL0747,increment20,2007-07-20
BL0747,increment21,2007-07-21
BL0747,increment3,2007-07-03
BL0747,increment4,2007-07-04
BL0747,increment5,2007-07-05
BL0747,increment6,2007-07-06
BL0747,increment7,2007-07-07
BL0747,increment8,2007-07-08
BL0747,increment9,2007-07-09
BL0748,increment1,2007-07-01
BL0748,increment10,2007-07-10
BL0748,increment11,2007-07-11
BL0748,increment12,2007-07-12
BL0748,increment13,2007-07-13
BL0748,increment14,2007-07-14
BL0748,increment15,2007-07-15
BL0748,increment16,2007-07-16
BL0748,increment17,2007-07-17
BL0748,increment18,2007-07-18
BL0748,increment19,2007-07-19
BL0748,increment2,2007-07-02
BL0748,increment20,2007-07-20
BL0748,increment21,2007-07-21
BL0748,increment3,2007-07-03
BL0748,increment4,2007-07-04
BL0748,increment5,2007-07-05
BL0748,increment6,2007-07-06
BL0748,increment7,2007-07-07
BL0748,increment8,2007-07-08
BL0748,increment9,2007-07-09
BL0750,increment1,2007-07-01
BL0750,increment10,2007-07-10
BL0750,increment11,2007-07-11
BL0750,increment12,2007-07-12
BL0750,increment13,2007-07-13
BL0750,increment14,2007-07-14
BL0750,increment15,2007-07-15
BL0750,increment16,2007-07-16
BL0750,increment17,2007-07-17
BL0750,increment18,2007-07-18
BL0750,increment19,2007-07-19
BL0750,increment2,2007-07-02
BL0750,increment20,2007-07-20
BL0750,increment21,2007-07-21
BL0750,increment3,2007-07-03
BL0750,increment4,2007-07-04
BL0750,increment5,2007-07-05
BL0750,increment6,2007-07-06
BL0750,increment7,2007-07-07
BL0750,increment8,2007-07-08
BL0750,increment9,2007-07-09
BL0751,increment1,2007-07-01
BL0751,increment10,2007-07-10
BL0751,increment11,2007-07-11
BL0751,increment12,2007-07-12
BL0751,increment13,2007-07-13
BL0751,increment14,2007-07-14
BL0751,increment15,2007-07-15
BL0751,increment16,2007-07-16
BL0751,increment17,2007-07-17
BL0751,increment18,2007-07-18
BL0751,increment19,2007-07-19
BL0751,increment2,2007-07-02
BL0751,increment20,2007-07-20
BL0751,increment21,2007-07-21
BL0751,increment3,2007-07-03
BL0751,increment4,2007-07-04
BL0751,increment5,2007-07-05
BL0751,increment6,2007-07-06
BL0751,increment7,2007-07-07
BL0751,increment8,2007-07-08
BL0751,increment9,2007-07-09
BL0752,increment1,2007-07-01
BL0752,increment10,2007-07-10
BL0752,increment11,2007-07-11
BL0752,increment12,2007-07-12
BL0752,increment13,2007-07-13
BL0752,increment14,2007-07-14
BL0752,increment15,2007-07-15
BL0752,increment16,2007-07-16
BL0752,increment17,2007-07-17
BL0752,increment18,2007-07-18
BL0752,increment19,2007-07-19
BL0752,increment2,2007-07-02
BL0752,increment20,2007-07-20
BL0752,increment21,2007-07-21
BL0752,increment3,2007-07-03
BL0752,increment4,2007-07-04
BL0752,increment5,2007-07-05
BL0752,increment6,2007-07-06
BL0752,increment7,2007-07-07
BL0752,increment8,2007-07-08
BL0752,increment9,2007-07-09
BL0753,increment1,2007-07-01
BL0753,increment10,2007-07-10
BL0753,increment11,2007-07-11
BL0753,increment12,2007-07-12
BL0753,increment13,2007-07-13
BL0753,increment14,2007-07-14
BL0753,increment15,2007-07-15
BL0753,increment16,2007-07-16
BL0753,increment17,2007-07-17
BL0753,increment18,2007-07-18
BL0753,increment19,2007-07-19
BL0753,increment2,2007-07-02
BL0753,increment20,2007-07-20
BL0753,increment21,2007-07-21
BL0753,increment3,2007-07-03
BL0753,increment4,2007-07-04
BL0753,increment5,2007-07-05
BL0753,increment6,2007-07-06
BL0753,increment7,2007-07-07
BL0753,increment8,2007-07-08
BL0753,increment9,2007-07-09
BL0756,increment1,2007-07-01
BL0756,increment10,2007-07-10
BL0756,increment11,2007-07-11
BL0756,increment12,2007-07-12
BL0756,increment13,2007-07-13
BL0756,increment14,2007-07-14
BL0756,increment15,2007-07-15
BL0756,increment16,2007-07-16
BL0756,increment17,2007-07-17
BL0756,increment18,2007-07-18
BL0756,increment19,2007-07-19
BL0756,increment2,2007-07-02
BL0756,increment20,2007-07-20
BL0756,increment21,2007-07-21
BL0756,increment3,2007-07-03
BL0756,increment4,2007-07-04
BL0756,increment5,2007-07-05
BL0756,increment6,2007-07-06
BL0756,increment7,2007-07-07
BL0756,increment8,2007-07-08
BL0756,increment9,2007-07-09
BL0757,increment1,2007-07-01
BL0757,increment10,2007-07-10
BL0757,increment11,2007-07-11
BL0757,increment12,2007-07-12
BL0757,increment13,2007-07-13
BL0757,increment14,2007-07-14
BL0757,increment15,2007-07-15
BL0757,increment16,2007-07-16
BL0757,increment17,2007-07-17
BL0757,increment18,2007-07-18
BL0757,increment19,2007-07-19
BL0757,increment2,2007-07-02
BL0757,increment20,2007-07-20
BL0757,increment21,2007-07-21
BL0757,increment3,2007-07-03
BL0757,increment4,2007-07-04
BL0757,increment5,2007-07-05
BL0757,increment6,2007-07-06
BL0757,increment7,2007-07-07
BL0757,increment8,2007-07-08
BL0757,increment9,2007-07-09
BL0758,increment1,2007-07-01
BL0758,increment10,2007-07-10
BL0758,increment11,2007-07-11
BL0758,increment12,2007-07-12
BL0758,increment13,2007-07-13
BL0758,increment14,2007-07-14
BL0758,increment15,2007-07-15
BL0758,increment16,2007-07-16
BL0758,increment17,2007-07-17
BL0758,increment18,2007-07-18
BL0758,increment19,2007-07-19
BL0758,increment2,2007-07-02
BL0758,increment20,2007-07-20
BL0758,increment21,2007-07-21
BL0758,increment3,2007-07-03
BL0758,increment4,2007-07-04
BL0758,increment5,2007-07-05
BL0758,increment6,2007-07-06
BL0758,increment7,2007-07-07
BL0758,increment8,2007-07-08
BL0758,increment9,2007-07-09
BL0759,increment1,2007-07-01
BL0759,increment10,2007-07-10
BL0759,increment11,2007-07-11
BL0759,increment12,2007-07-12
BL0759,increment13,2007-07-13
BL0759,increment14,2007-07-14
BL0759,increment15,2007-07-15
BL0759,increment16,2007-07-16
BL0759,increment17,2007-07-17
BL0759,increment18,2007-07-18
BL0759,increment19,2007-07-19
BL0759,increment2,2007-07-02
BL0759,increment20,2007-07-20
BL0759,increment21,2007-07-21
BL0759,increment3,2007-07-03
BL0759,increment4,2007-07-04
BL0759,increment5,2007-07-05
BL0759,increment6,2007-07-06
BL0759,increment7,2007-07-07
BL0759,increment8,2007-07-08
BL0759,increment9,2007-07-09
BL0760,increment1,2007-07-01
BL0760,increment10,2007-07-10
BL0760,increment11,2007-07-11
BL0760,increment12,2007-07-12
BL0760,increment13,2007-07-13
BL0760,increment14,2007-07-14
BL0760,increment15,2007-07-15
BL0760,increment16,2007-07-16
BL0760,increment17,2007-07-17
BL0760,increment18,2007-07-18
BL0760,increment19,2007-07-19
BL0760,increment2,2007-07-02
BL0760,increment20,2007-07-20
BL0760,increment21,2007-07-21
BL0760,increment3,2007-07-03
BL0760,increment4,2007-07-04
BL0760,increment5,2007-07-05
BL0760,increment6,2007-07-06
BL0760,increment7,2007-07-07
BL0760,increment8,2007-07-08
BL0760,increment9,2007-07-09
BL0761,increment1,2007-07-01
BL0761,increment10,2007-07-10
BL0761,increment11,2007-07-11
BL0761,increment12,2007-07-12
BL0761,increment13,2007-07-13
BL0761,increment14,2007-07-14
BL0761,increment15,2007-07-15
BL0761,increment16,2007-07-16
BL0761,increment17,2007-07-17
BL0761,increment18,2007-07-18
BL0761,increment19,2007-07-19
BL0761,increment2,2007-07-02
BL0761,increment20,2007-07-20
BL0761,increment21,2007-07-21
BL0761,increment3,2007-07-03
BL0761,increment4,2007-07-04
BL0761,increment5,2007-07-05
BL0761,increment6,2007-07-06
BL0761,increment7,2007-07-07
BL0761,increment8,2007-07-08
BL0761,increment9,2007-07-09
BL0762,increment1,2007-07-01
BL0762,increment10,2007-07-10
BL0762,increment11,2007-07-11
BL0762,increment12,2007-07-12
BL0762,increment13,2007-07-13
BL0762,increment14,2007-07-14
BL0762,increment15,2007-07-15
BL0762,increment16,2007-07-16
BL0762,increment17,2007-07-17
BL0762,increment18,2007-07-18
BL0762,increment19,2007-07-19
BL0762,increment2,2007-07-02
BL0762,increment20,2007-07-20
BL0762,increment21,2007-07-21
BL0762,increment3,2007-07-03
BL0762,increment4,2007-07-04
BL0762,increment5,2007-07-05
BL0762,increment6,2007-07-06
BL0762,increment7,2007-07-07
BL0762,increment8,2007-07-08
BL0762,increment9,2007-07-09
BL0763,increment1,2007-07-01
BL0763,increment10,2007-07-10
BL0763,increment11,2007-07-11
BL0763,increment12,2007-07-12
BL0763,increment13,2007-07-13
BL0763,increment14,2007-07-14
BL0763,increment15,2007-07-15
BL0763,increment16,2007-07-16
BL0763,increment17,2007-07-17
BL0763,increment18,2007-07-18
BL0763,increment19,2007-07-19
BL0763,increment2,2007-07-02
BL0763,increment20,2007-07-20
BL0763,increment21,2007-07-21
BL0763,increment3,2007-07-03
BL0763,increment4,2007-07-04
BL0763,increment5,2007-07-05
BL0763,increment6,2007-07-06
BL0763,increment7,2007-07-07
BL0763,increment8,2007-07-08
BL0763,increment9,2007-07-09
BL0764,increment1,2007-07-01
BL0764,increment10,2007-07-10
BL0764,increment11,2007-07-11
BL0764,increment12,2007-07-12
BL0764,increment13,2007-07-13
BL0764,increment14,2007-07-14
BL0764,increment15,2007-07-15
BL0764,increment16,2007-07-16
BL0764,increment17,2007-07-17
BL0764,increment18,2007-07-18
BL0764,increment19,2007-07-19
BL0764,increment2,2007-07-02
BL0764,increment20,2007-07-20
BL0764,increment21,2007-07-21
BL0764,increment3,2007-07-03
BL0764,increment4,2007-07-04
BL0764,increment5,2007-07-05
BL0764,increment6,2007-07-06
BL0764,increment7,2007-07-07
BL0764,increment8,2007-07-08
BL0764,increment9,2007-07-09
BL0765,increment1,2007-07-01
BL0765,increment10,2007-07-10
BL0765,increment11,2007-07-11
BL0765,increment12,2007-07-12
BL0765,increment13,2007-07-13
BL0765,increment14,2007-07-14
BL0765,increment15,2007-07-15
BL0765,increment16,2007-07-16
BL0765,increment17,2007-07-17
BL0765,increment18,2007-07-18
BL0765,increment19,2007-07-19
BL0765,increment2,2007-07-02
BL0765,increment20,2007-07-20
BL0765,increment21,2007-07-21
BL0765,increment3,2007-07-03
BL0765,increment4,2007-07-04
BL0765,increment5,2007-07-05
BL0765,increment6,2007-07-06
BL0765,increment7,2007-07-07
BL0765,increment8,2007-07-08
BL0765,increment9,2007-07-09
BL0766,increment1,2007-07-01
BL0766,increment10,2007-07-10
BL0766,increment11,2007-07-11
BL0766,increment12,2007-07-12
BL0766,increment13,2007-07-13
BL0766,increment14,2007-07-14
BL0766,increment15,2007-07-15
BL0766,increment16,2007-07-16
BL0766,increment17,2007-07-17
BL0766,increment18,2007-07-18
BL0766,increment19,2007-07-19
BL0766,increment2,2007-07-02
BL0766,increment20,2007-07-20
BL0766,increment21,2007-07-21
BL0766,increment3,2007-07-03
BL0766,increment4,2007-07-04
BL0766,increment5,2007-07-05
BL0766,increment6,2007-07-06
BL0766,increment7,2007-07-07
BL0766,increment8,2007-07-08
BL0766,increment9,2007-07-09
BL0767,increment1,2007-07-01
BL0767,increment10,2007-07-10
BL0767,increment11,2007-07-11
BL0767,increment12,2007-07-12
BL0767,increment13,2007-07-13
BL0767,increment14,2007-07-14
BL0767,increment15,2007-07-15
BL0767,increment16,2007-07-16
BL0767,increment17,2007-07-17
BL0767,increment18,2007-07-18
BL0767,increment19,2007-07-19
BL0767,increment2,2007-07-02
BL0767,increment20,2007-07-20
BL0767,increment21,2007-07-21
BL0767,increment3,2007-07-03
BL0767,increment4,2007-07-04
BL0767,increment5,2007-07-05
BL0767,increment6,2007-07-06
BL0767,increment7,2007-07-07
BL0767,increment8,2007-07-08
BL0767,increment9,2007-07-09
BL0768,increment1,2007-07-01
BL0768,increment10,2007-07-10
BL0768,increment11,2007-07-11
BL0768,increment12,2007-07-12
BL0768,increment13,2007-07-13
BL0768,increment14,2007-07-14
BL0768,increment15,2007-07-15
BL0768,increment16,2007-07-16
BL0768,increment17,2007-07-17
BL0768,increment18,2007-07-18
BL0768,increment19,2007-07-19
BL0768,increment2,2007-07-02
BL0768,increment20,2007-07-20
BL0768,increment21,2007-07-21
BL0768,increment3,2007-07-03
BL0768,increment4,2007-07-04
BL0768,increment5,2007-07-05
BL0768,increment6,2007-07-06
BL0768,increment7,2007-07-07
BL0768,increment8,2007-07-08
BL0768,increment9,2007-07-09
BL0769,increment1,2007-07-01
BL0769,increment10,2007-07-10
BL0769,increment11,2007-07-11
BL0769,increment12,2007-07-12
BL0769,increment13,2007-07-13
BL0769,increment14,2007-07-14
BL0769,increment15,2007-07-15
BL0769,increment16,2007-07-16
BL0769,increment17,2007-07-17
BL0769,increment18,2007-07-18
BL0769,increment19,2007-07-19
BL0769,increment2,2007-07-02
BL0769,increment20,2007-07-20
BL0769,increment21,2007-07-21
BL0769,increment3,2007-07-03
BL0769,increment4,2007-07-04
BL0769,increment5,2007-07-05
BL0769,increment6,2007-07-06
BL0769,increment7,2007-07-07
BL0769,increment8,2007-07-08
BL0769,increment9,2007-07-09
BL0770,increment1,2007-07-01
BL0770,increment10,2007-07-10
BL0770,increment11,2007-07-11
BL0770,increment12,2007-07-12
BL0770,increment13,2007-07-13
BL0770,increment14,2007-07-14
BL0770,increment15,2007-07-15
BL0770,increment16,2007-07-16
BL0770,increment17,2007-07-17
BL0770,increment18,2007-07-18
BL0770,increment19,2007-07-19
BL0770,increment2,2007-07-02
BL0770,increment20,2007-07-20
BL0770,increment21,2007-07-21
BL0770,increment3,2007-07-03
BL0770,increment4,2007-07-04
BL0770,increment5,2007-07-05
BL0770,increment6,2007-07-06
BL0770,increment7,2007-07-07
BL0770,increment8,2007-07-08
BL0770,increment9,2007-07-09
BL0771,increment1,2007-07-01
BL0771,increment10,2007-07-10
BL0771,increment11,2007-07-11
BL0771,increment12,2007-07-12
BL0771,increment13,2007-07-13
BL0771,increment14,2007-07-14
BL0771,increment15,2007-07-15
BL0771,increment16,2007-07-16
BL0771,increment17,2007-07-17
BL0771,increment18,2007-07-18
BL0771,increment19,2007-07-19
BL0771,increment2,2007-07-02
BL0771,increment20,2007-07-20
BL0771,increment21,2007-07-21
BL0771,increment3,2007-07-03
BL0771,increment4,2007-07-04
BL0771,increment5,2007-07-05
BL0771,increment6,2007-07-06
BL0771,increment7,2007-07-07
BL0771,increment8,2007-07-08
BL0771,increment9,2007-07-09
BL0772,increment1,2007-07-01
BL0772,increment10,2007-07-10
BL0772,increment11,2007-07-11
BL0772,increment12,2007-07-12
BL0772,increment13,2007-07-13
BL0772,increment14,2007-07-14
BL0772,increment15,2007-07-15
BL0772,increment16,2007-07-16
BL0772,increment17,2007-07-17
BL0772,increment18,2007-07-18
BL0772,increment19,2007-07-19
BL0772,increment2,2007-07-02
BL0772,increment20,2007-07-20
BL0772,increment21,2007-07-21
BL0772,increment3,2007-07-03
BL0772,increment4,2007-07-04
BL0772,increment5,2007-07-05
BL0772,increment6,2007-07-06
BL0772,increment7,2007-07-07
BL0772,increment8,2007-07-08
BL0772,increment9,2007-07-09
BL0773,increment1,2007-07-01
BL0773,increment10,2007-07-10
BL0773,increment11,2007-07-11
BL0773,increment12,2007-07-12
BL0773,increment13,2007-07-13
BL0773,increment14,2007-07-14
BL0773,increment15,2007-07-15
BL0773,increment16,2007-07-16
BL0773,increment17,2007-07-17
BL0773,increment18,2007-07-18
BL0773,increment19,2007-07-19
BL0773,increment2,2007-07-02
BL0773,increment20,2007-07-20
BL0773,increment21,2007-07-21
BL0773,increment3,2007-07-03
BL0773,increment4,2007-07-04
BL0773,increment5,2007-07-05
BL0773,increment6,2007-07-06
BL0773,increment7,2007-07-07
BL0773,increment8,2007-07-08
BL0773,increment9,2007-07-09
BL0774,increment1,2007-07-01
BL0774,increment10,2007-07-10
BL0774,increment11,2007-07-11
BL0774,increment12,2007-07-12
BL0774,increment13,2007-07-13
BL0774,increment14,2007-07-14
BL0774,increment15,2007-07-15
BL0774,increment16,2007-07-16
BL0774,increment17,2007-07-17
BL0774,increment18,2007-07-18
BL0774,increment19,2007-07-19
BL0774,increment2,2007-07-02
BL0774,increment20,2007-07-20
BL0774,increment21,2007-07-21
BL0774,increment3,2007-07-03
BL0774,increment4,2007-07-04
BL0774,increment5,2007-07-05
BL0774,increment6,2007-07-06
BL0774,increment7,2007-07-07
BL0774,increment8,2007-07-08
BL0774,increment9,2007-07-09
BL0775,increment1,2007-07-01
BL0775,increment10,2007-07-10
BL0775,increment11,2007-07-11
BL0775,increment12,2007-07-12
BL0775,increment13,2007-07-13
BL0775,increment14,2007-07-14
BL0775,increment15,2007-07-15
BL0775,increment16,2007-07-16
BL0775,increment17,2007-07-17
BL0775,increment18,2007-07-18
BL0775,increment19,2007-07-19
BL0775,increment2,2007-07-02
BL0775,increment20,2007-07-20
BL0775,increment21,2007-07-21
BL0775,increment3,2007-07-03
BL0775,increment4,2007-07-04
BL0775,increment5,2007-07-05
BL0775,increment6,2007-07-06
BL0775,increment7,2007-07-07
BL0775,increment8,2007-07-08
BL0775,increment9,2007-07-09
BL0831,increment1,2010-06-30
BL0831,increment10,2010-07-09
BL0831,increment11,2010-07-10
BL0831,increment12,2010-07-11
BL0831,increment13,2010-07-12
BL0831,increment14,2010-07-13
BL0831,increment15,2010-07-14
BL0831,increment16,2010-07-15
BL0831,increment17,2010-07-16
BL0831,increment18,2010-07-17
BL0831,increment19,2010-07-18
BL0831,increment2,2010-07-01
BL0831,increment20,2010-07-19
BL0831,increment21,2010-07-20
BL0831,increment3,2010-07-02
BL0831,increment4,2010-07-03
BL0831,increment5,2010-07-04
BL0831,increment6,2010-07-05
BL0831,increment7,2010-07-06
BL0831,increment8,2010-07-07
BL0831,increment9,2010-07-08
BL0832,increment1,2010-06-30
BL0832,increment10,2010-07-09
BL0832,increment11,2010-07-10
BL0832,increment12,2010-07-11
BL0832,increment13,2010-07-12
BL0832,increment14,2010-07-13
BL0832,increment15,2010-07-14
BL0832,increment16,2010-07-15
BL0832,increment17,2010-07-16
BL0832,increment18,2010-07-17
BL0832,increment19,2010-07-18
BL0832,increment2,2010-07-01
BL0832,increment20,2010-07-19
BL0832,increment21,2010-07-20
BL0832,increment3,2010-07-02
BL0832,increment4,2010-07-03
BL0832,increment5,2010-07-04
BL0832,increment6,2010-07-05
BL0832,increment7,2010-07-06
BL0832,increment8,2010-07-07
BL0832,increment9,2010-07-08
BL0833,increment1,2010-06-30
BL0833,increment10,2010-07-09
BL0833,increment11,2010-07-10
BL0833,increment12,2010-07-11
BL0833,increment13,2010-07-12
BL0833,increment14,2010-07-13
BL0833,increment15,2010-07-14
BL0833,increment16,2010-07-15
BL0833,increment17,2010-07-16
BL0833,increment18,2010-07-17
BL0833,increment19,2010-07-18
BL0833,increment2,2010-07-01
BL0833,increment20,2010-07-19
BL0833,increment21,2010-07-20
BL0833,increment3,2010-07-02
BL0833,increment4,2010-07-03
BL0833,increment5,2010-07-04
BL0833,increment6,2010-07-05
BL0833,increment7,2010-07-06
BL0833,increment8,2010-07-07
BL0833,increment9,2010-07-08
BL0838,increment1,2010-06-30
BL0838,increment10,2010-07-09
BL0838,increment11,2010-07-10
BL0838,increment12,2010-07-11
BL0838,increment13,2010-07-12
BL0838,increment14,2010-07-13
BL0838,increment15,2010-07-14
BL0838,increment16,2010-07-15
BL0838,increment17,2010-07-16
BL0838,increment18,2010-07-17
BL0838,increment19,2010-07-18
BL0838,increment2,2010-07-01
BL0838,increment20,2010-07-19
BL0838,increment21,2010-07-20
BL0838,increment3,2010-07-02
BL0838,increment4,2010-07-03
BL0838,increment5,2010-07-04
BL0838,increment6,2010-07-05
BL0838,increment7,2010-07-06
BL0838,increment8,2010-07-07
BL0838,increment9,2010-07-08
BL0839,increment1,2010-06-30
BL0839,increment10,2010-07-09
BL0839,increment11,2010-07-10
BL0839,increment12,2010-07-11
BL0839,increment13,2010-07-12
BL0839,increment14,2010-07-13
BL0839,increment15,2010-07-14
BL0839,increment16,2010-07-15
BL0839,increment17,2010-07-16
BL0839,increment18,2010-07-17
BL0839,increment19,2010-07-18
BL0839,increment2,2010-07-01
BL0839,increment20,2010-07-19
BL0839,increment21,2010-07-20
BL0839,increment3,2010-07-02
BL0839,increment4,2010-07-03
BL0839,increment5,2010-07-04
BL0839,increment6,2010-07-05
BL0839,increment7,2010-07-06
BL0839,increment8,2010-07-07
BL0839,increment9,2010-07-08
BL0840,increment1,2010-06-30
BL0840,increment10,2010-07-09
BL0840,increment11,2010-07-10
BL0840,increment12,2010-07-11
BL0840,increment13,2010-07-12
BL0840,increment14,2010-07-13
BL0840,increment15,2010-07-14
BL0840,increment16,2010-07-15
BL0840,increment17,2010-07-16
BL0840,increment18,2010-07-17
BL0840,increment19,2010-07-18
BL0840,increment2,2010-07-01
BL0840,increment20,2010-07-19
BL0840,increment21,2010-07-20
BL0840,increment3,2010-07-02
BL0840,increment4,2010-07-03
BL0840,increment5,2010-07-04
BL0840,increment6,2010-07-05
BL0840,increment7,2010-07-06
BL0840,increment8,2010-07-07
BL0840,increment9,2010-07-08
BL0841,increment1,2010-06-30
BL0841,increment10,2010-07-09
BL0841,increment11,2010-07-10
BL0841,increment12,2010-07-11
BL0841,increment13,2010-07-12
BL0841,increment14,2010-07-13
BL0841,increment15,2010-07-14
BL0841,increment16,2010-07-15
BL0841,increment17,2010-07-16
BL0841,increment18,2010-07-17
BL0841,increment19,2010-07-18
BL0841,increment2,2010-07-01
BL0841,increment20,2010-07-19
BL0841,increment21,2010-07-20
BL0841,increment3,2010-07-02
BL0841,increment4,2010-07-03
BL0841,increment5,2010-07-04
BL0841,increment6,2010-07-05
BL0841,increment7,2010-07-06
BL0841,increment8,2010-07-07
BL0841,increment9,2010-07-08
BL0843,increment1,2010-06-30
BL0843,increment10,2010-07-09
BL0843,increment11,2010-07-10
BL0843,increment12,2010-07-11
BL0843,increment13,2010-07-12
BL0843,increment14,2010-07-13
BL0843,increment15,2010-07-14
BL0843,increment16,2010-07-15
BL0843,increment17,2010-07-16
BL0843,increment18,2010-07-17
BL0843,increment19,2010-07-18
BL0843,increment2,2010-07-01
BL0843,increment20,2010-07-19
BL0843,increment21,2010-07-20
BL0843,increment3,2010-07-02
BL0843,increment4,2010-07-03
BL0843,increment5,2010-07-04
BL0843,increment6,2010-07-05
BL0843,increment7,2010-07-06
BL0843,increment8,2010-07-07
BL0843,increment9,2010-07-08
BL0844,increment1,2010-06-30
BL0844,increment10,2010-07-09
BL0844,increment11,2010-07-10
BL0844,increment12,2010-07-11
BL0844,increment13,2010-07-12
BL0844,increment14,2010-07-13
BL0844,increment15,2010-07-14
BL0844,increment16,2010-07-15
BL0844,increment17,2010-07-16
BL0844,increment18,2010-07-17
BL0844,increment19,2010-07-18
BL0844,increment2,2010-07-01
BL0844,increment20,2010-07-19
BL0844,increment21,2010-07-20
BL0844,increment3,2010-07-02
BL0844,increment4,2010-07-03
BL0844,increment5,2010-07-04
BL0844,increment6,2010-07-05
BL0844,increment7,2010-07-06
BL0844,increment8,2010-07-07
BL0844,increment9,2010-07-08
BL0847,increment1,2010-06-30
BL0847,increment10,2010-07-09
BL0847,increment11,2010-07-10
BL0847,increment12,2010-07-11
BL0847,increment13,2010-07-12
BL0847,increment14,2010-07-13
BL0847,increment15,2010-07-14
BL0847,increment16,2010-07-15
BL0847,increment17,2010-07-16
BL0847,increment18,2010-07-17
BL0847,increment19,2010-07-18
BL0847,increment2,2010-07-01
BL0847,increment20,2010-07-19
BL0847,increment21,2010-07-20
BL0847,increment3,2010-07-02
BL0847,increment4,2010-07-03
BL0847,increment5,2010-07-04
BL0847,increment6,2010-07-05
BL0847,increment7,2010-07-06
BL0847,increment8,2010-07-07
BL0847,increment9,2010-07-08
BL0848,increment1,2010-06-30
BL0848,increment10,2010-07-09
BL0848,increment11,2010-07-10
BL0848,increment12,2010-07-11
BL0848,increment13,2010-07-12
BL0848,increment14,2010-07-13
BL0848,increment15,2010-07-14
BL0848,increment16,2010-07-15
BL0848,increment17,2010-07-16
BL0848,increment18,2010-07-17
BL0848,increment19,2010-07-18
BL0848,increment2,2010-07-01
BL0848,increment20,2010-07-19
BL0848,increment21,2010-07-20
BL0848,increment3,2010-07-02
BL0848,increment4,2010-07-03
BL0848,increment5,2010-07-04
BL0848,increment6,2010-07-05
BL0848,increment7,2010-07-06
BL0848,increment8,2010-07-07
BL0848,increment9,2010-07-08
BL0852,increment1,2010-06-30
BL0852,increment10,2010-07-09
BL0852,increment11,2010-07-10
BL0852,increment12,2010-07-11
BL0852,increment13,2010-07-12
BL0852,increment14,2010-07-13
BL0852,increment15,2010-07-14
BL0852,increment16,2010-07-15
BL0852,increment17,2010-07-16
BL0852,increment18,2010-07-17
BL0852,increment19,2010-07-18
BL0852,increment2,2010-07-01
BL0852,increment20,2010-07-19
BL0852,increment21,2010-07-20
BL0852,increment3,2010-07-02
BL0852,increment4,2010-07-03
BL0852,increment5,2010-07-04
BL0852,increment6,2010-07-05
BL0852,increment7,2010-07-06
BL0852,increment8,2010-07-07
BL0852,increment9,2010-07-08
BL0854,increment1,2010-06-30
BL0854,increment10,2010-07-09
BL0854,increment11,2010-07-10
BL0854,increment12,2010-07-11
BL0854,increment13,2010-07-12
BL0854,increment14,2010-07-13
BL0854,increment15,2010-07-14
BL0854,increment16,2010-07-15
BL0854,increment17,2010-07-16
BL0854,increment18,2010-07-17
BL0854,increment19,2010-07-18
BL0854,increment2,2010-07-01
BL0854,increment20,2010-07-19
BL0854,increment21,2010-07-20
BL0854,increment3,2010-07-02
BL0854,increment4,2010-07-03
BL0854,increment5,2010-07-04
BL0854,increment6,2010-07-05
BL0854,increment7,2010-07-06
BL0854,increment8,2010-07-07
BL0854,increment9,2010-07-08
BL0855,increment1,2010-06-30
BL0855,increment10,2010-07-09
BL0855,increment11,2010-07-10
BL0855,increment12,2010-07-11
BL0855,increment13,2010-07-12
BL0855,increment14,2010-07-13
BL0855,increment15,2010-07-14
