FISHID,Increment_21Edge,Date
BL2232,increment16,2016-07-10
BL2232,increment17,2016-07-11
BL2232,increment18,2016-07-12
BL2232,increment19,2016-07-13
BL2232,increment2,2016-06-26
BL2232,increment20,2016-07-14
BL2232,increment21,2016-07-15
BL2232,increment3,2016-06-27
BL2232,increment4,2016-06-28
BL2232,increment5,2016-06-29
BL2232,increment6,2016-06-30
BL2232,increment7,2016-07-01
BL2232,increment8,2016-07-02
BL2232,increment9,2016-07-03
BL2234,increment1,2016-06-25
BL2234,increment10,2016-07-04
BL2234,increment11,2016-07-05
BL2234,increment12,2016-07-06
BL2234,increment13,2016-07-07
BL2234,increment14,2016-07-08
BL2234,increment15,2016-07-09
BL2234,increment16,2016-07-10
BL2234,increment17,2016-07-11
BL2234,increment18,2016-07-12
BL2234,increment19,2016-07-13
BL2234,increment2,2016-06-26
BL2234,increment20,2016-07-14
BL2234,increment21,2016-07-15
BL2234,increment3,2016-06-27
BL2234,increment4,2016-06-28
BL2234,increment5,2016-06-29
BL2234,increment6,2016-06-30
BL2234,increment7,2016-07-01
BL2234,increment8,2016-07-02
BL2234,increment9,2016-07-03
BL2235,increment1,2016-06-25
BL2235,increment10,2016-07-04
BL2235,increment11,2016-07-05
BL2235,increment12,2016-07-06
BL2235,increment13,2016-07-07
BL2235,increment14,2016-07-08
BL2235,increment15,2016-07-09
BL2235,increment16,2016-07-10
BL2235,increment17,2016-07-11
BL2235,increment18,2016-07-12
BL2235,increment19,2016-07-13
BL2235,increment2,2016-06-26
BL2235,increment20,2016-07-14
BL2235,increment21,2016-07-15
BL2235,increment3,2016-06-27
BL2235,increment4,2016-06-28
BL2235,increment5,2016-06-29
BL2235,increment6,2016-06-30
BL2235,increment7,2016-07-01
BL2235,increment8,2016-07-02
BL2235,increment9,2016-07-03
BL2237,increment1,2016-06-25
BL2237,increment10,2016-07-04
BL2237,increment11,2016-07-05
BL2237,increment12,2016-07-06
BL2237,increment13,2016-07-07
BL2237,increment14,2016-07-08
BL2237,increment15,2016-07-09
BL2237,increment16,2016-07-10
BL2237,increment17,2016-07-11
BL2237,increment18,2016-07-12
BL2237,increment19,2016-07-13
BL2237,increment2,2016-06-26
BL2237,increment20,2016-07-14
BL2237,increment21,2016-07-15
BL2237,increment3,2016-06-27
BL2237,increment4,2016-06-28
BL2237,increment5,2016-06-29
BL2237,increment6,2016-06-30
BL2237,increment7,2016-07-01
BL2237,increment8,2016-07-02
BL2237,increment9,2016-07-03
BL2240,increment1,2016-06-25
BL2240,increment10,2016-07-04
BL2240,increment11,2016-07-05
BL2240,increment12,2016-07-06
BL2240,increment13,2016-07-07
BL2240,increment14,2016-07-08
BL2240,increment15,2016-07-09
BL2240,increment16,2016-07-10
BL2240,increment17,2016-07-11
BL2240,increment18,2016-07-12
BL2240,increment19,2016-07-13
BL2240,increment2,2016-06-26
BL2240,increment20,2016-07-14
BL2240,increment21,2016-07-15
BL2240,increment3,2016-06-27
BL2240,increment4,2016-06-28
BL2240,increment5,2016-06-29
BL2240,increment6,2016-06-30
BL2240,increment7,2016-07-01
BL2240,increment8,2016-07-02
BL2240,increment9,2016-07-03
BL2244,increment1,2016-06-25
BL2244,increment10,2016-07-04
BL2244,increment11,2016-07-05
BL2244,increment12,2016-07-06
BL2244,increment13,2016-07-07
BL2244,increment14,2016-07-08
BL2244,increment15,2016-07-09
BL2244,increment16,2016-07-10
BL2244,increment17,2016-07-11
BL2244,increment18,2016-07-12
BL2244,increment19,2016-07-13
BL2244,increment2,2016-06-26
BL2244,increment20,2016-07-14
BL2244,increment21,2016-07-15
BL2244,increment3,2016-06-27
BL2244,increment4,2016-06-28
BL2244,increment5,2016-06-29
BL2244,increment6,2016-06-30
BL2244,increment7,2016-07-01
BL2244,increment8,2016-07-02
BL2244,increment9,2016-07-03
BL2249,increment1,2016-06-25
BL2249,increment10,2016-07-04
BL2249,increment11,2016-07-05
BL2249,increment12,2016-07-06
BL2249,increment13,2016-07-07
BL2249,increment14,2016-07-08
BL2249,increment15,2016-07-09
BL2249,increment16,2016-07-10
BL2249,increment17,2016-07-11
BL2249,increment18,2016-07-12
BL2249,increment19,2016-07-13
BL2249,increment2,2016-06-26
BL2249,increment20,2016-07-14
BL2249,increment21,2016-07-15
BL2249,increment3,2016-06-27
BL2249,increment4,2016-06-28
BL2249,increment5,2016-06-29
BL2249,increment6,2016-06-30
BL2249,increment7,2016-07-01
BL2249,increment8,2016-07-02
BL2249,increment9,2016-07-03
BL2250,increment1,2016-06-25
BL2250,increment10,2016-07-04
BL2250,increment11,2016-07-05
BL2250,increment12,2016-07-06
BL2250,increment13,2016-07-07
BL2250,increment14,2016-07-08
BL2250,increment15,2016-07-09
BL2250,increment16,2016-07-10
BL2250,increment17,2016-07-11
BL2250,increment18,2016-07-12
BL2250,increment19,2016-07-13
BL2250,increment2,2016-06-26
BL2250,increment20,2016-07-14
BL2250,increment21,2016-07-15
BL2250,increment3,2016-06-27
BL2250,increment4,2016-06-28
BL2250,increment5,2016-06-29
BL2250,increment6,2016-06-30
BL2250,increment7,2016-07-01
BL2250,increment8,2016-07-02
BL2250,increment9,2016-07-03
BL2251,increment1,2016-06-25
BL2251,increment10,2016-07-04
BL2251,increment11,2016-07-05
BL2251,increment12,2016-07-06
BL2251,increment13,2016-07-07
BL2251,increment14,2016-07-08
BL2251,increment15,2016-07-09
BL2251,increment16,2016-07-10
BL2251,increment17,2016-07-11
BL2251,increment18,2016-07-12
BL2251,increment19,2016-07-13
BL2251,increment2,2016-06-26
BL2251,increment20,2016-07-14
BL2251,increment21,2016-07-15
BL2251,increment3,2016-06-27
BL2251,increment4,2016-06-28
BL2251,increment5,2016-06-29
BL2251,increment6,2016-06-30
BL2251,increment7,2016-07-01
BL2251,increment8,2016-07-02
BL2251,increment9,2016-07-03
BL2252,increment1,2016-06-25
BL2252,increment10,2016-07-04
BL2252,increment11,2016-07-05
BL2252,increment12,2016-07-06
BL2252,increment13,2016-07-07
BL2252,increment14,2016-07-08
BL2252,increment15,2016-07-09
BL2252,increment16,2016-07-10
BL2252,increment17,2016-07-11
BL2252,increment18,2016-07-12
BL2252,increment19,2016-07-13
BL2252,increment2,2016-06-26
BL2252,increment20,2016-07-14
BL2252,increment21,2016-07-15
BL2252,increment3,2016-06-27
BL2252,increment4,2016-06-28
BL2252,increment5,2016-06-29
BL2252,increment6,2016-06-30
BL2252,increment7,2016-07-01
BL2252,increment8,2016-07-02
BL2252,increment9,2016-07-03
BL2256,increment1,2017-07-29
BL2256,increment10,2017-08-07
BL2256,increment11,2017-08-08
BL2256,increment12,2017-08-09
BL2256,increment13,2017-08-10
BL2256,increment14,2017-08-11
BL2256,increment15,2017-08-12
BL2256,increment16,2017-08-13
BL2256,increment17,2017-08-14
BL2256,increment18,2017-08-15
BL2256,increment19,2017-08-16
BL2256,increment2,2017-07-30
BL2256,increment20,2017-08-17
BL2256,increment21,2017-08-18
BL2256,increment3,2017-07-31
BL2256,increment4,2017-08-01
BL2256,increment5,2017-08-02
BL2256,increment6,2017-08-03
BL2256,increment7,2017-08-04
BL2256,increment8,2017-08-05
BL2256,increment9,2017-08-06
BL2257,increment1,2017-07-29
BL2257,increment10,2017-08-07
BL2257,increment11,2017-08-08
BL2257,increment12,2017-08-09
BL2257,increment13,2017-08-10
BL2257,increment14,2017-08-11
BL2257,increment15,2017-08-12
BL2257,increment16,2017-08-13
BL2257,increment17,2017-08-14
BL2257,increment18,2017-08-15
BL2257,increment19,2017-08-16
BL2257,increment2,2017-07-30
BL2257,increment20,2017-08-17
BL2257,increment21,2017-08-18
BL2257,increment3,2017-07-31
BL2257,increment4,2017-08-01
BL2257,increment5,2017-08-02
BL2257,increment6,2017-08-03
BL2257,increment7,2017-08-04
BL2257,increment8,2017-08-05
BL2257,increment9,2017-08-06
BL2258,increment1,2017-07-29
BL2258,increment10,2017-08-07
BL2258,increment11,2017-08-08
BL2258,increment12,2017-08-09
BL2258,increment13,2017-08-10
BL2258,increment14,2017-08-11
BL2258,increment15,2017-08-12
BL2258,increment16,2017-08-13
BL2258,increment17,2017-08-14
BL2258,increment18,2017-08-15
BL2258,increment19,2017-08-16
BL2258,increment2,2017-07-30
BL2258,increment20,2017-08-17
BL2258,increment21,2017-08-18
BL2258,increment3,2017-07-31
BL2258,increment4,2017-08-01
BL2258,increment5,2017-08-02
BL2258,increment6,2017-08-03
BL2258,increment7,2017-08-04
BL2258,increment8,2017-08-05
BL2258,increment9,2017-08-06
BL2259,increment1,2017-07-29
BL2259,increment10,2017-08-07
BL2259,increment11,2017-08-08
BL2259,increment12,2017-08-09
BL2259,increment13,2017-08-10
BL2259,increment14,2017-08-11
BL2259,increment15,2017-08-12
BL2259,increment16,2017-08-13
BL2259,increment17,2017-08-14
BL2259,increment18,2017-08-15
BL2259,increment19,2017-08-16
BL2259,increment2,2017-07-30
BL2259,increment20,2017-08-17
BL2259,increment21,2017-08-18
BL2259,increment3,2017-07-31
BL2259,increment4,2017-08-01
BL2259,increment5,2017-08-02
BL2259,increment6,2017-08-03
BL2259,increment7,2017-08-04
BL2259,increment8,2017-08-05
BL2259,increment9,2017-08-06
BL2260,increment1,2017-07-29
BL2260,increment10,2017-08-07
BL2260,increment11,2017-08-08
BL2260,increment12,2017-08-09
BL2260,increment13,2017-08-10
BL2260,increment14,2017-08-11
BL2260,increment15,2017-08-12
BL2260,increment16,2017-08-13
BL2260,increment17,2017-08-14
BL2260,increment18,2017-08-15
BL2260,increment19,2017-08-16
BL2260,increment2,2017-07-30
BL2260,increment20,2017-08-17
BL2260,increment21,2017-08-18
BL2260,increment3,2017-07-31
BL2260,increment4,2017-08-01
BL2260,increment5,2017-08-02
BL2260,increment6,2017-08-03
BL2260,increment7,2017-08-04
BL2260,increment8,2017-08-05
BL2260,increment9,2017-08-06
BL2261,increment1,2017-07-30
BL2261,increment10,2017-08-08
BL2261,increment11,2017-08-09
BL2261,increment12,2017-08-10
BL2261,increment13,2017-08-11
BL2261,increment14,2017-08-12
BL2261,increment15,2017-08-13
BL2261,increment16,2017-08-14
BL2261,increment17,2017-08-15
BL2261,increment18,2017-08-16
BL2261,increment19,2017-08-17
BL2261,increment2,2017-07-31
BL2261,increment20,2017-08-18
BL2261,increment21,2017-08-19
BL2261,increment3,2017-08-01
BL2261,increment4,2017-08-02
BL2261,increment5,2017-08-03
BL2261,increment6,2017-08-04
BL2261,increment7,2017-08-05
BL2261,increment8,2017-08-06
BL2261,increment9,2017-08-07
BL2262,increment1,2017-07-30
BL2262,increment10,2017-08-08
BL2262,increment11,2017-08-09
BL2262,increment12,2017-08-10
BL2262,increment13,2017-08-11
BL2262,increment14,2017-08-12
BL2262,increment15,2017-08-13
BL2262,increment16,2017-08-14
BL2262,increment17,2017-08-15
BL2262,increment18,2017-08-16
BL2262,increment19,2017-08-17
BL2262,increment2,2017-07-31
BL2262,increment20,2017-08-18
BL2262,increment21,2017-08-19
BL2262,increment3,2017-08-01
BL2262,increment4,2017-08-02
BL2262,increment5,2017-08-03
BL2262,increment6,2017-08-04
BL2262,increment7,2017-08-05
BL2262,increment8,2017-08-06
BL2262,increment9,2017-08-07
BL2263,increment1,2017-07-30
BL2263,increment10,2017-08-08
BL2263,increment11,2017-08-09
BL2263,increment12,2017-08-10
BL2263,increment13,2017-08-11
BL2263,increment14,2017-08-12
BL2263,increment15,2017-08-13
BL2263,increment16,2017-08-14
BL2263,increment17,2017-08-15
BL2263,increment18,2017-08-16
BL2263,increment19,2017-08-17
BL2263,increment2,2017-07-31
BL2263,increment20,2017-08-18
BL2263,increment21,2017-08-19
BL2263,increment3,2017-08-01
BL2263,increment4,2017-08-02
BL2263,increment5,2017-08-03
BL2263,increment6,2017-08-04
BL2263,increment7,2017-08-05
BL2263,increment8,2017-08-06
BL2263,increment9,2017-08-07
BL2264,increment1,2017-07-30
BL2264,increment10,2017-08-08
BL2264,increment11,2017-08-09
BL2264,increment12,2017-08-10
BL2264,increment13,2017-08-11
BL2264,increment14,2017-08-12
BL2264,increment15,2017-08-13
BL2264,increment16,2017-08-14
BL2264,increment17,2017-08-15
BL2264,increment18,2017-08-16
BL2264,increment19,2017-08-17
BL2264,increment2,2017-07-31
BL2264,increment20,2017-08-18
BL2264,increment21,2017-08-19
BL2264,increment3,2017-08-01
BL2264,increment4,2017-08-02
BL2264,increment5,2017-08-03
BL2264,increment6,2017-08-04
BL2264,increment7,2017-08-05
BL2264,increment8,2017-08-06
BL2264,increment9,2017-08-07
BL2265,increment1,2017-07-30
BL2265,increment10,2017-08-08
BL2265,increment11,2017-08-09
BL2265,increment12,2017-08-10
BL2265,increment13,2017-08-11
BL2265,increment14,2017-08-12
BL2265,increment15,2017-08-13
BL2265,increment16,2017-08-14
BL2265,increment17,2017-08-15
BL2265,increment18,2017-08-16
BL2265,increment19,2017-08-17
BL2265,increment2,2017-07-31
BL2265,increment20,2017-08-18
BL2265,increment21,2017-08-19
BL2265,increment3,2017-08-01
BL2265,increment4,2017-08-02
BL2265,increment5,2017-08-03
BL2265,increment6,2017-08-04
BL2265,increment7,2017-08-05
BL2265,increment8,2017-08-06
BL2265,increment9,2017-08-07
BL2266,increment1,2017-08-02
BL2266,increment10,2017-08-11
BL2266,increment11,2017-08-12
BL2266,increment12,2017-08-13
BL2266,increment13,2017-08-14
BL2266,increment14,2017-08-15
BL2266,increment15,2017-08-16
BL2266,increment16,2017-08-17
BL2266,increment17,2017-08-18
BL2266,increment18,2017-08-19
BL2266,increment19,2017-08-20
BL2266,increment2,2017-08-03
BL2266,increment20,2017-08-21
BL2266,increment21,2017-08-22
BL2266,increment3,2017-08-04
BL2266,increment4,2017-08-05
BL2266,increment5,2017-08-06
BL2266,increment6,2017-08-07
BL2266,increment7,2017-08-08
BL2266,increment8,2017-08-09
BL2266,increment9,2017-08-10
BL2267,increment1,2017-08-02
BL2267,increment10,2017-08-11
BL2267,increment11,2017-08-12
BL2267,increment12,2017-08-13
BL2267,increment13,2017-08-14
BL2267,increment14,2017-08-15
BL2267,increment15,2017-08-16
BL2267,increment16,2017-08-17
BL2267,increment17,2017-08-18
BL2267,increment18,2017-08-19
BL2267,increment19,2017-08-20
BL2267,increment2,2017-08-03
BL2267,increment20,2017-08-21
BL2267,increment21,2017-08-22
BL2267,increment3,2017-08-04
BL2267,increment4,2017-08-05
BL2267,increment5,2017-08-06
BL2267,increment6,2017-08-07
BL2267,increment7,2017-08-08
BL2267,increment8,2017-08-09
BL2267,increment9,2017-08-10
BL2268,increment1,2017-08-02
BL2268,increment10,2017-08-11
BL2268,increment11,2017-08-12
BL2268,increment12,2017-08-13
BL2268,increment13,2017-08-14
BL2268,increment14,2017-08-15
BL2268,increment15,2017-08-16
BL2268,increment16,2017-08-17
BL2268,increment17,2017-08-18
BL2268,increment18,2017-08-19
BL2268,increment19,2017-08-20
BL2268,increment2,2017-08-03
BL2268,increment20,2017-08-21
BL2268,increment21,2017-08-22
BL2268,increment3,2017-08-04
BL2268,increment4,2017-08-05
BL2268,increment5,2017-08-06
BL2268,increment6,2017-08-07
BL2268,increment7,2017-08-08
BL2268,increment8,2017-08-09
BL2268,increment9,2017-08-10
BL2269,increment1,2017-08-02
BL2269,increment10,2017-08-11
BL2269,increment11,2017-08-12
BL2269,increment12,2017-08-13
BL2269,increment13,2017-08-14
BL2269,increment14,2017-08-15
BL2269,increment15,2017-08-16
BL2269,increment16,2017-08-17
BL2269,increment17,2017-08-18
BL2269,increment18,2017-08-19
BL2269,increment19,2017-08-20
BL2269,increment2,2017-08-03
BL2269,increment20,2017-08-21
BL2269,increment21,2017-08-22
BL2269,increment3,2017-08-04
BL2269,increment4,2017-08-05
BL2269,increment5,2017-08-06
BL2269,increment6,2017-08-07
BL2269,increment7,2017-08-08
BL2269,increment8,2017-08-09
BL2269,increment9,2017-08-10
BL2270,increment1,2017-08-02
BL2270,increment10,2017-08-11
BL2270,increment11,2017-08-12
BL2270,increment12,2017-08-13
BL2270,increment13,2017-08-14
BL2270,increment14,2017-08-15
BL2270,increment15,2017-08-16
BL2270,increment16,2017-08-17
BL2270,increment17,2017-08-18
BL2270,increment18,2017-08-19
BL2270,increment19,2017-08-20
BL2270,increment2,2017-08-03
BL2270,increment20,2017-08-21
BL2270,increment21,2017-08-22
BL2270,increment3,2017-08-04
BL2270,increment4,2017-08-05
BL2270,increment5,2017-08-06
BL2270,increment6,2017-08-07
BL2270,increment7,2017-08-08
BL2270,increment8,2017-08-09
BL2270,increment9,2017-08-10
BL2271,increment1,2017-08-02
BL2271,increment10,2017-08-11
BL2271,increment11,2017-08-12
BL2271,increment12,2017-08-13
BL2271,increment13,2017-08-14
BL2271,increment14,2017-08-15
BL2271,increment15,2017-08-16
BL2271,increment16,2017-08-17
BL2271,increment17,2017-08-18
BL2271,increment18,2017-08-19
BL2271,increment19,2017-08-20
BL2271,increment2,2017-08-03
BL2271,increment20,2017-08-21
BL2271,increment21,2017-08-22
BL2271,increment3,2017-08-04
BL2271,increment4,2017-08-05
BL2271,increment5,2017-08-06
BL2271,increment6,2017-08-07
BL2271,increment7,2017-08-08
BL2271,increment8,2017-08-09
BL2271,increment9,2017-08-10
BL2276,increment1,2017-08-02
BL2276,increment10,2017-08-11
BL2276,increment11,2017-08-12
BL2276,increment12,2017-08-13
BL2276,increment13,2017-08-14
BL2276,increment14,2017-08-15
BL2276,increment15,2017-08-16
BL2276,increment16,2017-08-17
BL2276,increment17,2017-08-18
BL2276,increment18,2017-08-19
BL2276,increment19,2017-08-20
BL2276,increment2,2017-08-03
BL2276,increment20,2017-08-21
BL2276,increment21,2017-08-22
BL2276,increment3,2017-08-04
BL2276,increment4,2017-08-05
BL2276,increment5,2017-08-06
BL2276,increment6,2017-08-07
BL2276,increment7,2017-08-08
BL2276,increment8,2017-08-09
BL2276,increment9,2017-08-10
BL2277,increment1,2017-08-02
BL2277,increment10,2017-08-11
BL2277,increment11,2017-08-12
BL2277,increment12,2017-08-13
BL2277,increment13,2017-08-14
BL2277,increment14,2017-08-15
BL2277,increment15,2017-08-16
BL2277,increment16,2017-08-17
BL2277,increment17,2017-08-18
BL2277,increment18,2017-08-19
BL2277,increment19,2017-08-20
BL2277,increment2,2017-08-03
BL2277,increment20,2017-08-21
BL2277,increment21,2017-08-22
BL2277,increment3,2017-08-04
BL2277,increment4,2017-08-05
BL2277,increment5,2017-08-06
BL2277,increment6,2017-08-07
BL2277,increment7,2017-08-08
BL2277,increment8,2017-08-09
BL2277,increment9,2017-08-10
BL2278,increment1,2017-08-02
BL2278,increment10,2017-08-11
BL2278,increment11,2017-08-12
BL2278,increment12,2017-08-13
BL2278,increment13,2017-08-14
BL2278,increment14,2017-08-15
BL2278,increment15,2017-08-16
BL2278,increment16,2017-08-17
BL2278,increment17,2017-08-18
BL2278,increment18,2017-08-19
BL2278,increment19,2017-08-20
BL2278,increment2,2017-08-03
BL2278,increment20,2017-08-21
BL2278,increment21,2017-08-22
BL2278,increment3,2017-08-04
BL2278,increment4,2017-08-05
BL2278,increment5,2017-08-06
BL2278,increment6,2017-08-07
BL2278,increment7,2017-08-08
BL2278,increment8,2017-08-09
BL2278,increment9,2017-08-10
BL2279,increment1,2017-08-02
BL2279,increment10,2017-08-11
BL2279,increment11,2017-08-12
BL2279,increment12,2017-08-13
BL2279,increment13,2017-08-14
BL2279,increment14,2017-08-15
BL2279,increment15,2017-08-16
BL2279,increment16,2017-08-17
BL2279,increment17,2017-08-18
BL2279,increment18,2017-08-19
BL2279,increment19,2017-08-20
BL2279,increment2,2017-08-03
BL2279,increment20,2017-08-21
BL2279,increment21,2017-08-22
BL2279,increment3,2017-08-04
BL2279,increment4,2017-08-05
BL2279,increment5,2017-08-06
BL2279,increment6,2017-08-07
BL2279,increment7,2017-08-08
BL2279,increment8,2017-08-09
BL2279,increment9,2017-08-10
BL2280,increment1,2017-08-02
BL2280,increment10,2017-08-11
BL2280,increment11,2017-08-12
BL2280,increment12,2017-08-13
BL2280,increment13,2017-08-14
BL2280,increment14,2017-08-15
BL2280,increment15,2017-08-16
BL2280,increment16,2017-08-17
BL2280,increment17,2017-08-18
BL2280,increment18,2017-08-19
BL2280,increment19,2017-08-20
BL2280,increment2,2017-08-03
BL2280,increment20,2017-08-21
BL2280,increment21,2017-08-22
BL2280,increment3,2017-08-04
BL2280,increment4,2017-08-05
BL2280,increment5,2017-08-06
BL2280,increment6,2017-08-07
BL2280,increment7,2017-08-08
BL2280,increment8,2017-08-09
BL2280,increment9,2017-08-10
BL2281,increment1,2017-08-02
BL2281,increment10,2017-08-11
BL2281,increment11,2017-08-12
BL2281,increment12,2017-08-13
BL2281,increment13,2017-08-14
BL2281,increment14,2017-08-15
BL2281,increment15,2017-08-16
BL2281,increment16,2017-08-17
BL2281,increment17,2017-08-18
BL2281,increment18,2017-08-19
BL2281,increment19,2017-08-20
BL2281,increment2,2017-08-03
BL2281,increment20,2017-08-21
BL2281,increment21,2017-08-22
BL2281,increment3,2017-08-04
BL2281,increment4,2017-08-05
BL2281,increment5,2017-08-06
BL2281,increment6,2017-08-07
BL2281,increment7,2017-08-08
BL2281,increment8,2017-08-09
BL2281,increment9,2017-08-10
BL2282,increment1,2017-08-03
BL2282,increment10,2017-08-12
BL2282,increment11,2017-08-13
BL2282,increment12,2017-08-14
BL2282,increment13,2017-08-15
BL2282,increment14,2017-08-16
BL2282,increment15,2017-08-17
BL2282,increment16,2017-08-18
BL2282,increment17,2017-08-19
BL2282,increment18,2017-08-20
BL2282,increment19,2017-08-21
BL2282,increment2,2017-08-04
BL2282,increment20,2017-08-22
BL2282,increment21,2017-08-23
BL2282,increment3,2017-08-05
BL2282,increment4,2017-08-06
BL2282,increment5,2017-08-07
BL2282,increment6,2017-08-08
BL2282,increment7,2017-08-09
BL2282,increment8,2017-08-10
BL2282,increment9,2017-08-11
BL2283,increment1,2017-08-03
BL2283,increment10,2017-08-12
BL2283,increment11,2017-08-13
BL2283,increment12,2017-08-14
BL2283,increment13,2017-08-15
BL2283,increment14,2017-08-16
BL2283,increment15,2017-08-17
BL2283,increment16,2017-08-18
BL2283,increment17,2017-08-19
BL2283,increment18,2017-08-20
BL2283,increment19,2017-08-21
BL2283,increment2,2017-08-04
BL2283,increment20,2017-08-22
BL2283,increment21,2017-08-23
BL2283,increment3,2017-08-05
BL2283,increment4,2017-08-06
BL2283,increment5,2017-08-07
BL2283,increment6,2017-08-08
BL2283,increment7,2017-08-09
BL2283,increment8,2017-08-10
BL2283,increment9,2017-08-11
BL2285,increment1,2017-08-03
BL2285,increment10,2017-08-12
BL2285,increment11,2017-08-13
BL2285,increment12,2017-08-14
BL2285,increment13,2017-08-15
BL2285,increment14,2017-08-16
BL2285,increment15,2017-08-17
BL2285,increment16,2017-08-18
BL2285,increment17,2017-08-19
BL2285,increment18,2017-08-20
BL2285,increment19,2017-08-21
BL2285,increment2,2017-08-04
BL2285,increment20,2017-08-22
BL2285,increment21,2017-08-23
BL2285,increment3,2017-08-05
BL2285,increment4,2017-08-06
BL2285,increment5,2017-08-07
BL2285,increment6,2017-08-08
BL2285,increment7,2017-08-09
BL2285,increment8,2017-08-10
BL2285,increment9,2017-08-11
BL2287,increment1,2017-06-25
BL2287,increment10,2017-07-04
BL2287,increment11,2017-07-05
BL2287,increment12,2017-07-06
BL2287,increment13,2017-07-07
BL2287,increment14,2017-07-08
BL2287,increment15,2017-07-09
BL2287,increment16,2017-07-10
BL2287,increment17,2017-07-11
BL2287,increment18,2017-07-12
BL2287,increment19,2017-07-13
BL2287,increment2,2017-06-26
BL2287,increment20,2017-07-14
BL2287,increment21,2017-07-15
BL2287,increment3,2017-06-27
BL2287,increment4,2017-06-28
BL2287,increment5,2017-06-29
BL2287,increment6,2017-06-30
BL2287,increment7,2017-07-01
BL2287,increment8,2017-07-02
BL2287,increment9,2017-07-03
BL2288,increment1,2017-06-25
BL2288,increment10,2017-07-04
BL2288,increment11,2017-07-05
BL2288,increment12,2017-07-06
BL2288,increment13,2017-07-07
BL2288,increment14,2017-07-08
BL2288,increment15,2017-07-09
BL2288,increment16,2017-07-10
BL2288,increment17,2017-07-11
BL2288,increment18,2017-07-12
BL2288,increment19,2017-07-13
BL2288,increment2,2017-06-26
BL2288,increment20,2017-07-14
BL2288,increment21,2017-07-15
BL2288,increment3,2017-06-27
BL2288,increment4,2017-06-28
BL2288,increment5,2017-06-29
BL2288,increment6,2017-06-30
BL2288,increment7,2017-07-01
BL2288,increment8,2017-07-02
BL2288,increment9,2017-07-03
BL2290,increment1,2017-06-25
BL2290,increment10,2017-07-04
BL2290,increment11,2017-07-05
BL2290,increment12,2017-07-06
BL2290,increment13,2017-07-07
BL2290,increment14,2017-07-08
BL2290,increment15,2017-07-09
BL2290,increment16,2017-07-10
BL2290,increment17,2017-07-11
BL2290,increment18,2017-07-12
BL2290,increment19,2017-07-13
BL2290,increment2,2017-06-26
BL2290,increment20,2017-07-14
BL2290,increment21,2017-07-15
BL2290,increment3,2017-06-27
BL2290,increment4,2017-06-28
BL2290,increment5,2017-06-29
BL2290,increment6,2017-06-30
BL2290,increment7,2017-07-01
BL2290,increment8,2017-07-02
BL2290,increment9,2017-07-03
BL2291,increment1,2017-06-25
BL2291,increment10,2017-07-04
BL2291,increment11,2017-07-05
BL2291,increment12,2017-07-06
BL2291,increment13,2017-07-07
BL2291,increment14,2017-07-08
BL2291,increment15,2017-07-09
BL2291,increment16,2017-07-10
BL2291,increment17,2017-07-11
BL2291,increment18,2017-07-12
BL2291,increment19,2017-07-13
BL2291,increment2,2017-06-26
BL2291,increment20,2017-07-14
BL2291,increment21,2017-07-15
BL2291,increment3,2017-06-27
BL2291,increment4,2017-06-28
BL2291,increment5,2017-06-29
BL2291,increment6,2017-06-30
BL2291,increment7,2017-07-01
BL2291,increment8,2017-07-02
BL2291,increment9,2017-07-03
BL2292,increment1,2017-06-25
BL2292,increment10,2017-07-04
BL2292,increment11,2017-07-05
BL2292,increment12,2017-07-06
BL2292,increment13,2017-07-07
BL2292,increment14,2017-07-08
BL2292,increment15,2017-07-09
BL2292,increment16,2017-07-10
BL2292,increment17,2017-07-11
BL2292,increment18,2017-07-12
BL2292,increment19,2017-07-13
BL2292,increment2,2017-06-26
BL2292,increment20,2017-07-14
BL2292,increment21,2017-07-15
BL2292,increment3,2017-06-27
BL2292,increment4,2017-06-28
BL2292,increment5,2017-06-29
BL2292,increment6,2017-06-30
BL2292,increment7,2017-07-01
BL2292,increment8,2017-07-02
BL2292,increment9,2017-07-03
BL2294,increment1,2017-06-25
BL2294,increment10,2017-07-04
BL2294,increment11,2017-07-05
BL2294,increment12,2017-07-06
BL2294,increment13,2017-07-07
BL2294,increment14,2017-07-08
BL2294,increment15,2017-07-09
BL2294,increment16,2017-07-10
BL2294,increment17,2017-07-11
BL2294,increment18,2017-07-12
BL2294,increment19,2017-07-13
BL2294,increment2,2017-06-26
BL2294,increment20,2017-07-14
BL2294,increment21,2017-07-15
BL2294,increment3,2017-06-27
BL2294,increment4,2017-06-28
BL2294,increment5,2017-06-29
BL2294,increment6,2017-06-30
BL2294,increment7,2017-07-01
BL2294,increment8,2017-07-02
BL2294,increment9,2017-07-03
BL2295,increment1,2017-06-25
BL2295,increment10,2017-07-04
BL2295,increment11,2017-07-05
BL2295,increment12,2017-07-06
BL2295,increment13,2017-07-07
BL2295,increment14,2017-07-08
BL2295,increment15,2017-07-09
BL2295,increment16,2017-07-10
BL2295,increment17,2017-07-11
BL2295,increment18,2017-07-12
BL2295,increment19,2017-07-13
BL2295,increment2,2017-06-26
BL2295,increment20,2017-07-14
BL2295,increment21,2017-07-15
BL2295,increment3,2017-06-27
BL2295,increment4,2017-06-28
BL2295,increment5,2017-06-29
BL2295,increment6,2017-06-30
BL2295,increment7,2017-07-01
