FISHID,Year,Month,SL_mm,WholeBodyWW_g,TOTAL_Liver_WW_g,Heatwave,logSL,logWeight,HSI,HSI_numeric,LWResiduals_All
BL0415,2006,8,58,1.9115,5.00E-04,Before,4.060443011,0.647888274,0.026157468,0.026157468,0.036236003
BL0504,2006,8,76,4.6023,0.0012,Before,4.33073334,1.526556179,0.02607392,0.02607392,0.086437072
BL0606,2008,8,78,2.3107,6.00E-04,Before,4.356708827,0.837550509,0.025966157,0.025966157,-0.682186056
BL0516,2006,8,61,2.3115,6.00E-04,Before,4.110873864,0.837896664,0.025957171,0.025957171,0.071668794
BL0675,2008,8,58,1.1646,3.00E-04,Before,4.060443011,0.15237768,0.025759918,0.025759918,-0.459274591
BL0566,2008,8,63,1.1743,3.00E-04,Before,4.143134726,0.160672225,0.025547134,0.025547134,-0.704438407
BL0870,2010,7,42,0.7912,2.00E-04,Before,3.737669618,-0.234204499,0.025278059,0.025278059,0.143475891
BL0660,2008,8,75,2.3984,6.00E-04,Before,4.317488114,0.874801848,0.025016678,0.025016678,-0.524719317
BL0313,2006,8,76,3.9986,0.001,Before,4.33073334,1.3859443,0.025008753,0.025008753,-0.054174807
BL0491,2006,8,73,4.0075,0.001,Before,4.290459441,1.388167606,0.024953213,0.024953213,0.071492019
BL0212,2009,7,35,0.4014,1.00E-04,Before,3.555348061,-0.912796843,0.024912805,0.024912805,0.023717314
BL0462,2006,8,68,3.6277,9.00E-04,Before,4.219507705,1.288598839,0.024809108,0.024809108,0.189397404
BL0360,2006,8,89,9.2892,0.0023,Before,4.48863637,2.228852435,0.024759936,0.024759936,0.304744784
BL0479,2006,8,61,2.4249,6.00E-04,Before,4.110873864,0.885790286,0.024743288,0.024743288,0.119562416
BL0651,2008,8,64,1.6214,4.00E-04,Before,4.158883083,0.483289974,0.024670038,0.024670038,-0.430090945
BL0556,2008,8,61,1.6251,4.00E-04,Before,4.110873864,0.485569352,0.02461387,0.02461387,-0.280658518
BL0786,2010,7,48,1.2205,3.00E-04,Before,3.871201011,0.199260611,0.02458009,0.02458009,0.167653955
BL0349,2006,8,79,5.2988,0.0013,Before,4.369447852,1.66748038,0.024533857,0.024533857,0.108697429
BL0337,2006,8,83,6.5467,0.0016,Before,4.418840608,1.878961106,0.024439794,0.024439794,0.168784431
BL0338,2006,8,84,6.5479,0.0016,Before,4.430816799,1.879144388,0.024435315,0.024435315,0.132259492
BL0576,2008,8,51,0.8195,2.00E-04,Before,3.931825633,-0.199060881,0.024405125,0.024405125,-0.416488053
BL0665,2008,8,71,2.888,7.00E-04,Before,4.262679877,1.060564221,0.024238227,0.024238227,-0.170964229
BL0408,2006,8,70,2.9192,7.00E-04,Before,4.248495242,1.071309606,0.023979172,0.023979172,-0.116741522
BL0484,2006,8,56,1.6763,4.00E-04,Before,4.025351691,0.516588984,0.023862077,0.023862077,0.01249511
BL0410,2006,8,63,2.5165,6.00E-04,Before,4.143134726,0.922869047,0.023842639,0.023842639,0.057758415
BL0344,2006,8,93,8.9492,0.0021,Before,4.532599493,2.191564143,0.023465785,0.023465785,0.132705131
BL0402,2006,8,63,2.5593,6.00E-04,Before,4.143134726,0.939733784,0.02344391,0.02344391,0.074623151
BL0680,2008,8,60,1.2814,3.00E-04,Before,4.094344562,0.24795323,0.023411893,0.023411893,-0.46761068
BL0288,2006,8,63,2.5675,6.00E-04,Before,4.143134726,0.942932663,0.023369036,0.023369036,0.07782203
BL0507,2006,8,65,2.5688,6.00E-04,Before,4.17438727,0.943438864,0.02335721,0.02335721,-0.017463934
BL0435,2006,8,62,2.5788,6.00E-04,Before,4.127134385,0.947324174,0.023266636,0.023266636,0.131256185
BL0587,2008,8,54,0.8642,2.00E-04,Before,3.988984047,-0.145951055,0.023142791,0.023142791,-0.53857447
BL0767,2007,7,40,0.4341,1.00E-04,Before,3.688879454,-0.834480357,0.023036167,0.023036167,-0.307253245
BL0482,2006,8,64,2.6096,6.00E-04,Before,4.158883083,0.959196953,0.022992029,0.022992029,0.045816034
BL0348,2006,8,82,6.0924,0.0014,Before,4.406719247,1.807042093,0.02297945,0.02297945,0.134018598
BL0774,2007,7,41,0.4361,1.00E-04,Before,3.713572067,-0.829883704,0.022930521,0.022930521,-0.378341914
BL0334,2006,8,58,1.7507,4.00E-04,Before,4.060443011,0.560015708,0.022848004,0.022848004,-0.051636563
BL0761,2007,7,44,0.4403,1.00E-04,Before,3.784189634,-0.820298966,0.022711787,0.022711787,-0.585207067
BL0427,2006,8,57,1.7675,4.00E-04,Before,4.043051268,0.569566119,0.022630835,0.022630835,0.011221275
BL0315,2006,8,71,3.5545,8.00E-04,Before,4.262679877,1.268214406,0.022506682,0.022506682,0.036685956
BL0868,2010,7,43,0.8937,2.00E-04,Before,3.761200116,-0.112385131,0.022378874,0.022378874,0.193171936
BL0765,2007,7,41,0.4488,1.00E-04,Before,3.713572067,-0.801177925,0.02228164,0.02228164,-0.349636135
BL0578,2008,8,54,0.9021,2.00E-04,Before,3.988984047,-0.1030299,0.022170491,0.022170491,-0.495653315
BL0520,2006,8,64,2.7166,6.00E-04,Before,4.158883083,0.999381098,0.022086432,0.022086432,0.08600018
BL0819,2010,7,50,1.3586,3.00E-04,Before,3.912023005,0.306454758,0.022081555,0.022081555,0.149724615
BL0485,2006,8,61,2.2771,5.00E-04,Before,4.110873864,0.822902704,0.021957753,0.021957753,0.056674833
BL0406,2006,8,66,2.7352,6.00E-04,Before,4.189654742,1.006204559,0.021936239,0.021936239,-0.001494564
BL0760,2007,7,41,0.4597,1.00E-04,Before,3.713572067,-0.777181176,0.021753317,0.021753317,-0.325639386
BL0780,2010,7,50,1.3793,3.00E-04,Before,3.912023005,0.321576124,0.021750163,0.021750163,0.164845981
BL0249,2009,7,36,0.4628,1.00E-04,Before,3.583518938,-0.770460284,0.021607606,0.021607606,0.079707324
BL0346,2006,8,72,4.1675,9.00E-04,Before,4.276666119,1.427316336,0.021595681,0.021595681,0.152918658
BL0775,2007,7,43,0.4699,1.00E-04,Before,3.761200116,-0.755235373,0.021281124,0.021281124,-0.449678306
BL0328,2006,8,63,2.8266,6.00E-04,Before,4.143134726,1.039074576,0.021226916,0.021226916,0.173963943
BL0696,2008,8,56,0.9438,2.00E-04,Before,4.025351691,-0.057841,0.02119093,0.02119093,-0.561934873
BL0532,2006,8,76,4.726,0.001,Before,4.33073334,1.553079179,0.021159543,0.021159543,0.112960072
BL0372,2006,8,88,7.5814,0.0016,Before,4.477336814,2.025697879,0.021104282,0.021104282,0.136224493
BL0335,2006,8,71,3.8172,8.00E-04,Before,4.262679877,1.33951717,0.02095777,0.02095777,0.107988719
BL0689,2008,8,61,1.4406,3.00E-04,Before,4.110873864,0.365059693,0.020824656,0.020824656,-0.401168177
BL0401,2006,8,61,2.4025,5.00E-04,Before,4.110873864,0.876509862,0.020811655,0.020811655,0.110281991
BL0492,2006,8,72,3.8448,8.00E-04,Before,4.276666119,1.346721586,0.020807324,0.020807324,0.072323908
BL0445,2006,8,55,1.9245,4.00E-04,Before,4.007333185,0.654666194,0.020784619,0.020784619,0.205800838
BL0561,2008,8,52,0.9637,2.00E-04,Before,3.951243719,-0.036975236,0.020753346,0.020753346,-0.313920779
BL0389,2006,8,62,2.4211,5.00E-04,Before,4.127134385,0.884221982,0.02065177,0.02065177,0.068153993
BL0420,2006,8,63,2.4275,5.00E-04,Before,4.143134726,0.886861921,0.020597322,0.020597322,0.021751288
BL0468,2006,8,62,2.4416,5.00E-04,Before,4.127134385,0.892653562,0.020478375,0.020478375,0.076585572
BL0282,2006,8,68,2.9604,6.00E-04,Before,4.219507705,1.085324394,0.020267531,0.020267531,-0.01387704
BL0312,2006,8,73,3.9633,8.00E-04,Before,4.290459441,1.377077012,0.020185199,0.020185199,0.060401425
BL0466,2006,8,77,5.4729,0.0011,Before,4.343805422,1.69980864,0.020099033,0.020099033,0.219622299
BL0510,2006,8,73,4.0019,8.00E-04,Before,4.290459441,1.386769248,0.019990505,0.019990505,0.070093662
BL0627,2008,8,81,3.0267,6.00E-04,Before,4.394449155,1.107472917,0.01982357,0.01982357,-0.52794152
BL0324,2006,8,99,12.1924,0.0024,Before,4.59511985,2.500812807,0.019684394,0.019684394,0.250322661
BL0581,2008,8,58,1.0222,2.00E-04,Before,4.060443011,0.021957167,0.019565643,0.019565643,-0.589695104
BL0356,2006,8,62,2.5576,5.00E-04,Before,4.127134385,0.939069319,0.019549578,0.019549578,0.123001329
BL0500,2006,8,86,6.1458,0.0012,Before,4.454347296,1.815768922,0.01952553,0.01952553,-0.003239297
BL0768,2007,7,45,0.514,1.00E-04,Before,3.80666249,-0.665532014,0.019455253,0.019455253,-0.499321661
BL0250,2009,7,36,0.5178,1.00E-04,Before,3.583518938,-0.658166212,0.019312476,0.019312476,0.192001396
BL0577,2008,8,54,1.0548,2.00E-04,Before,3.988984047,0.053351175,0.01896094,0.01896094,-0.339272239
BL0797,2010,7,45,1.0604,2.00E-04,Before,3.80666249,0.058646195,0.018860807,0.018860807,0.224856548
BL0501,2006,8,67,3.1932,6.00E-04,Before,4.204692619,1.161023549,0.018789929,0.018789929,0.10723183
BL0477,2006,8,57,2.1351,4.00E-04,Before,4.043051268,0.758513484,0.018734486,0.018734486,0.20016864
BL0569,2008,8,54,1.0705,2.00E-04,Before,3.988984047,0.068125829,0.018682858,0.018682858,-0.324497586
BL0293,2006,8,96,8.6291,0.0016,Before,4.564348191,2.155140212,0.018541911,0.018541911,-0.001031728
BL0511,2006,8,65,2.7203,5.00E-04,Before,4.17438727,1.000742168,0.018380326,0.018380326,0.039839371
BL0216,2009,7,40,0.5445,1.00E-04,Before,3.688879454,-0.607887337,0.018365473,0.018365473,-0.080660225
BL0565,2008,8,62,1.6341,3.00E-04,Before,4.127134385,0.491092194,0.01835873,0.01835873,-0.324975796
BL0297,2006,8,86,7.6404,0.0014,Before,4.454347296,2.033449958,0.018323648,0.018323648,0.214441739
BL0749,2007,7,45,0.5548,1.00E-04,Before,3.80666249,-0.589147591,0.018024513,0.018024513,-0.422937238
BL0443,2006,8,55,1.6721,3.00E-04,Before,4.007333185,0.514080321,0.017941511,0.017941511,0.065214966
BL0757,2007,7,46,0.5625,1.00E-04,Before,3.828641396,-0.575364145,0.017777778,0.017777778,-0.476521335
BL0741,2007,8,46,0.5651,1.00E-04,Before,3.828641396,-0.570752572,0.017695983,0.017695983,-0.471909762
BL0275,2006,8,82,5.699,0.001,Before,4.406719247,1.740290721,0.017546938,0.017546938,0.067267226
BL0518,2006,8,66,2.8501,5.00E-04,Before,4.189654742,1.047354081,0.017543244,0.017543244,0.039654958
BL0299,2006,8,66,2.8602,5.00E-04,Before,4.189654742,1.050891552,0.017481295,0.017481295,0.043192429
BL0347,2006,8,69,3.4468,6.00E-04,Before,4.234106505,1.237446264,0.01740745,0.01740745,0.093498052
BL0772,2007,7,44,0.5762,1.00E-04,Before,3.784189634,-0.551300456,0.017355085,0.017355085,-0.316208558
BL0478,2006,8,55,1.7339,3.00E-04,Before,4.007333185,0.550373207,0.017302036,0.017302036,0.101507851
BL0325,2006,8,83,6.3812,0.0011,Before,4.418840608,1.853356167,0.017238137,0.017238137,0.143179493
BL0451,2006,8,62,2.3222,4.00E-04,Before,4.127134385,0.842515012,0.017225045,0.017225045,0.026447023
BL0502,2006,8,66,2.9063,5.00E-04,Before,4.189654742,1.066880795,0.017204005,0.017204005,0.059181671
BL0508,2006,8,66,2.9184,5.00E-04,Before,4.189654742,1.071035521,0.017132675,0.017132675,0.063336398
BL0792,2010,7,45,1.1754,2.00E-04,Before,3.80666249,0.161608515,0.017015484,0.017015484,0.327818868
BL0746,2007,7,46,0.5911,1.00E-04,Before,3.828641396,-0.525770071,0.016917611,0.016917611,-0.426927261
BL0421,2006,8,56,1.7735,3.00E-04,Before,4.025351691,0.572954995,0.016915703,0.016915703,0.068861122
BL0495,2006,8,70,3.5497,6.00E-04,Before,4.248495242,1.266863093,0.016902837,0.016902837,0.078811965
BL0314,2006,8,68,2.9661,5.00E-04,Before,4.219507705,1.087247959,0.016857152,0.016857152,-0.011953476
BL0358,2006,8,79,4.7591,8.00E-04,Before,4.369447852,1.560058575,0.016809901,0.016809901,0.001275624
BL0396,2006,8,66,2.984,5.00E-04,Before,4.189654742,1.093264682,0.016756032,0.016756032,0.085565559
BL0560,2008,8,45,0.5973,1.00E-04,Before,3.80666249,-0.515335779,0.016742006,0.016742006,-0.349125426
BL0771,2007,7,48,0.5973,1.00E-04,Before,3.871201011,-0.515335779,0.016742006,0.016742006,-0.546942435
BL0320,2006,8,65,3.0005,5.00E-04,Before,4.17438727,1.098778941,0.016663889,0.016663889,0.137876144
BL0621,2008,8,68,1.8126,3.00E-04,Before,4.219507705,0.594762279,0.016550811,0.016550811,-0.504439156
BL0419,2006,8,57,1.8514,3.00E-04,Before,4.043051268,0.61594211,0.016203954,0.016203954,0.057597266
BL0357,2006,8,73,4.3432,7.00E-04,Before,4.290459441,1.468611404,0.016117149,0.016117149,0.151935817
BL0374,2006,8,66,3.1383,5.00E-04,Before,4.189654742,1.143681252,0.015932193,0.015932193,0.135982129
BL0742,2007,8,49,0.6286,1.00E-04,Before,3.891820298,-0.464260155,0.015908368,0.015908368,-0.559066983
BL0509,2006,8,64,2.5984,4.00E-04,Before,4.158883083,0.954895871,0.015394089,0.015394089,0.041514952
BL0697,2008,8,63,1.3158,2.00E-04,Before,4.143134726,0.274444846,0.015199878,0.015199878,-0.590665787
BL0498,2006,8,73,3.9829,6.00E-04,Before,4.290459441,1.382010197,0.0150644,0.0150644,0.065334611
BL0530,2006,8,60,2.0164,3.00E-04,Before,4.094344562,0.701313743,0.014878,0.014878,-0.014250167
BL0422,2006,8,53,1.3455,2.00E-04,Before,3.970291914,0.296765691,0.014864363,0.014864363,-0.03856447
BL0350,2006,8,64,2.6942,4.00E-04,Before,4.158883083,0.991101314,0.014846708,0.014846708,0.077720396
BL0375,2006,8,87,7.4837,0.0011,Before,4.465908119,2.012727322,0.014698612,0.014698612,0.158284029
BL0316,2006,8,68,3.4039,5.00E-04,Before,4.219507705,1.224921833,0.014689033,0.014689033,0.125720398
BL0306,2006,8,71,2.7732,4.00E-04,Before,4.262679877,1.020001888,0.01442377,0.01442377,-0.211526562
BL0517,2006,8,66,2.7785,4.00E-04,Before,4.189654742,1.021911214,0.014396257,0.014396257,0.01421209
BL0698,2008,8,60,1.3971,2.00E-04,Before,4.094344562,0.33439866,0.014315368,0.014315368,-0.381165251
BL0564,2008,8,59,1.4213,2.00E-04,Before,4.077537444,0.351571946,0.014071625,0.014071625,-0.312476469
BL0390,2006,8,62,2.1388,3.00E-04,Before,4.127134385,0.760244924,0.014026557,0.014026557,-0.055823066
BL0418,2006,8,59,2.1407,3.00E-04,Before,4.077537444,0.761132878,0.014014108,0.014014108,0.097084463
BL0624,2008,8,51,0.7192,1.00E-04,Before,3.931825633,-0.329615796,0.013904338,0.013904338,-0.547042968
BL0690,2008,8,51,0.7324,1.00E-04,Before,3.931825633,-0.311428466,0.013653741,0.013653741,-0.528855638
BL0292,2006,8,71,3.7148,5.00E-04,Before,4.262679877,1.312324841,0.013459675,0.013459675,0.080796391
BL0604,2008,8,70,2.2332,3.00E-04,Before,4.248495242,0.803435534,0.013433638,0.013433638,-0.384615594
BL0412,2006,8,63,2.2471,3.00E-04,Before,4.143134726,0.809640496,0.013350541,0.013350541,-0.055470137
BL0343,2006,8,89,8.3639,0.0011,Before,4.48863637,2.123924825,0.013151759,0.013151759,0.199817175
BL0305,2006,8,75,3.8473,5.00E-04,Before,4.317488114,1.347371604,0.012996127,0.012996127,-0.052149561
BL0416,2006,8,62,2.3167,3.00E-04,Before,4.127134385,0.840143759,0.012949454,0.012949454,0.02407577
BL0300,2006,8,74,3.9609,5.00E-04,Before,4.304065093,1.376471272,0.012623394,0.012623394,0.018093004
BL0493,2006,8,102,11.9681,0.0015,Before,4.624972813,2.482244777,0.012533318,0.012533318,0.14025232
BL0287,2006,8,61,2.4045,3.00E-04,Before,4.110873864,0.877341982,0.012476606,0.012476606,0.111114111
BL0691,2008,8,63,1.6473,2.00E-04,Before,4.143134726,0.499137584,0.012141079,0.012141079,-0.365973049
BL0481,2006,8,62,2.488,3.00E-04,Before,4.127134385,0.911479175,0.012057878,0.012057878,0.095411185
BL0693,2008,8,54,0.8372,1.00E-04,Before,3.988984047,-0.177692288,0.011944577,0.011944577,-0.570315703
BL0699,2008,8,46,0.845,1.00E-04,Before,3.828641396,-0.168418652,0.01183432,0.01183432,-0.069575841
BL0584,2008,8,52,0.8546,1.00E-04,Before,3.951243719,-0.157121756,0.011701381,0.011701381,-0.434067299
BL0748,2007,7,44,0.5142,1.00E-04,Before,3.784189634,-0.665142984,0.019447686,0.019447686,-0.430051085
BL0700,2008,8,53,0.9067,1.00E-04,Before,3.970291914,-0.097943644,0.011029006,0.011029006,-0.433273806
BL0694,2008,8,46,0.57,1.00E-04,Before,3.828641396,-0.562118918,0.01754386,0.01754386,-0.463276108
BL0567,2008,8,53,0.9664,1.00E-04,Before,3.970291914,-0.034177452,0.010347682,0.010347682,-0.369507613
BL0405,2006,8,58,1.9644,2.00E-04,Before,4.060443011,0.675186855,0.010181226,0.010181226,0.063534584
BL0512,2006,8,59,1.9785,2.00E-04,Before,4.077537444,0.682338982,0.010108668,0.010108668,0.018290567
BL0332,2006,8,59,2.0062,2.00E-04,Before,4.077537444,0.696242385,0.009969096,0.009969096,0.03219397
BL0284,2006,8,73,4.0163,4.00E-04,Before,4.290459441,1.390361081,0.009959415,0.009959415,0.073685494
BL0762,2007,7,41,0.4041,0,Before,3.713572067,-0.906092907,0,0,-0.454551117
BL0304,2006,8,68,3.0335,3.00E-04,Before,4.219507705,1.109717068,0.009889567,0.009889567,0.010515634
BL0403,2006,8,68,3.0558,3.00E-04,Before,4.219507705,1.117041424,0.009817396,0.009817396,0.017839989
BL0308,2006,8,71,3.3603,3.00E-04,Before,4.262679877,1.212030256,0.008927774,0.008927774,-0.019498194
BL0329,2006,8,63,2.3048,2.00E-04,Before,4.143134726,0.834993905,0.008677543,0.008677543,-0.030116728
BL0283,2006,8,69,3.5894,3.00E-04,Before,4.234106505,1.277985058,0.008357943,0.008357943,0.134036846
BL0377,2006,8,62,2.3967,2.00E-04,Before,4.127134385,0.874092791,0.008344807,0.008344807,0.058024802
BL0286,2006,8,64,2.4204,2.00E-04,Before,4.158883083,0.883932816,0.008263097,0.008263097,-0.029448103
BL0307,2006,8,72,3.6904,3.00E-04,Before,4.276666119,1.305734853,0.0081292,0.0081292,0.031337176
BL0330,2006,8,63,2.5082,2.00E-04,Before,4.143134726,0.919565364,0.007973846,0.007973846,0.054454732
BL0751,2007,7,40,0.3786,0,Before,3.688879454,-0.97127504,0,0,-0.444047928
BL0290,2006,8,64,2.5396,2.00E-04,Before,4.158883083,0.932006588,0.007875256,0.007875256,0.01862567
BL0702,2008,8,41,0.4046,0,Before,3.713572067,-0.904856354,0,0,-0.453314564
BL0302,2006,8,67,2.9353,2.00E-04,Before,4.204692619,1.076809663,0.006813614,0.006813614,0.023017944
BL0327,2006,8,91,8.8303,6.00E-04,Before,4.510859507,2.178188989,0.006794786,0.006794786,0.185965206
BL0317,2006,8,65,3.0385,2.00E-04,Before,4.17438727,1.111363973,0.006582195,0.006582195,0.150461175
BL0489,2006,8,50,1.5437,1.00E-04,Before,3.912023005,0.434182132,0.006477943,0.006477943,0.277451989
BL0753,2007,7,43,0.4993,0,Before,3.761200116,-0.694548161,0,0,-0.388991095
BL0755,2007,7,45,0.5224,0,Before,3.80666249,-0.649321701,0,0,-0.483111348
BL0395,2006,8,63,1.9635,1.00E-04,Before,4.143134726,0.674728595,0.005092946,0.005092946,-0.190382038
BL0291,2006,8,70,4.1574,2.00E-04,Before,4.248495242,1.424889879,0.004810699,0.004810699,0.236838751
BL0391,2006,8,61,2.3249,1.00E-04,Before,4.110873864,0.843677027,0.00430126,0.00430126,0.077449157
BL0309,2006,8,66,2.3769,1.00E-04,Before,4.189654742,0.865797118,0.004207161,0.004207161,-0.141902006
BL0688,2008,8,52,0.9578,0,Before,3.951243719,-0.043116291,0,0,-0.320061834
BL0321,2006,8,78,4.9738,2.00E-04,Before,4.356708827,1.604184135,0.00402107,0.00402107,0.08444757
BL0692,2008,8,53,0.9956,0,Before,3.970291914,-0.004409708,0,0,-0.33973987
BL0281,2006,8,62,2.6153,1.00E-04,Before,4.127134385,0.961378814,0.003823653,0.003823653,0.145310824
BL0326,2006,8,91,7.9915,3.00E-04,Before,4.510859507,2.078378477,0.003753989,0.003753989,0.086154694
BL0384,2006,8,68,3.0275,1.00E-04,Before,4.219507705,1.107737196,0.003303055,0.003303055,0.008535762
BL0701,2008,8,54,0.8678,0,Before,3.988984047,-0.141794006,0,0,-0.53441742
BL2324,2017,7,40,0.597,0,Between,3.688879454,-0.515838166,0,0,0.011388946
